Sample_ID,K_treatment.x,K_type.x,K_treatment_ENG.x,P_fungi,P_bacteria,P_PMN,P_HWC,P_ergosterol.old,P_CN.product,P_resp.product,P_N.t,P_C.N,P_N.a,P_P.a,P_P.t,P_K.a,P_K.t,P_S.t,P_S.a,P_Mg.t,P_Na.t,P_B.t,P_Cu.a,P_Mn.t,P_Co.a,P_Zn.a,P_pH,P_CaCO3,P_OM,P_CEC,P_Se.a,P_Ca.a,P_Ca.t,P_silt,P_sand,P_silica,P_Mo.a,P_ergosterol,Y_rs.dis
211-ITS28S.2017.G09.S81,Keratinemengsel,keratin,Keratin_mix,3.1,14.1,21.2,686,,3.3,27.5,1130,18,42,1.4,43,45,1.6,160,2,130,10,149,21,1480,5.3,2110,5.2,0.2,3.6,51,2.1,403,2555,9,87,3020,4,0.378575217,9
211-ITS28S.2017.G10.S82,groencompost,plant,Compost-2,18.3,3.5,21.7,854,,16.6,3.7,1270,18,46,1.3,46,158,2.1,230,7,165,23,189,21,670,2.6,440,5.4,0.2,4,69,2.1,743,3385,9,86,3020,4,1.180550364,11
211-ITS28S.2017.G11.S83,zaadmeel,seeds,Terrafit-Biofum,13.9,15.7,61,776,,9.1,4.9,1490,17,56,1.2,44,91,2,220,5,194,7,119,21,530,2.6,540,5.9,0.2,4.3,73,2.1,578,3480,17,79,3020,4,2.028046254,10
211-ITS28S.2017.G12.S84,haar_hoefmeel,keratin,hair_meal,5.3,6.9,35.1,734,,3.4,24.4,1440,17,54,1.3,46,53,1.9,190,3,166,8,115,25,430,2.6,990,5.6,0.2,4.1,69,2.1,688,3305,17,78,3020,4,1.441822095,5
211-ITS28S.2017.H01.S85,CaNO3,control,Control+N,7.2,13.2,3.5,464,,,,830,11,52,1.8,36,17,0.9,310,24,20,6,120,27,250,2.6,120,7.2,5.1,1.6,54,2.1,144,3680,1,91,8180,4,0.237963519,19
211-ITS28S.2017.H02.S86,KeraproChamplus,keratin,Kerapro_slow_release,2.5,12.7,30.4,415,,3.6,23.1,650,12,40,1.9,36,22,1.4,210,15,21,5,76,21,480,2.6,100,7.3,4.9,1.4,45,2.1,291,3050,5,89,3020,4,0.107221369,18
211-ITS28S.2017.H03.S87,Keratinemengsel,keratin,Keratin_mix,14.9,20.2,46.7,396,,3.3,27.5,740,10,49,1.7,36,20,1.1,250,20,18,7,76,131,540,2.6,150,7.2,4.5,1.3,41,2,233,2770,4,89,11480,4,0.088089189,8
211-ITS28S.2017.H04.S88,groencompost,plant,Compost-2,7.1,22.8,1.3,489,,16.6,3.7,830,12,48,2.5,37,113,2,270,19,38,20,123,35,250,2.6,130,6.9,5,1.7,53,2.1,374,3020,0,93,9730,6,0.283956381,15
211-ITS28S.2017.H05.S89,zaadmeel,seeds,Terrafit-Biofum,24.3,22.4,55.6,598,,9.1,4.9,980,9,70,1.8,34,47,1.9,270,21,33,6,79,85,330,2.6,140,7.1,4.9,1.6,46,2.1,87,2960,1,93,9970,4,1.121216583,18
211-ITS28S.2017.H06.S90,haar_hoefmeel,keratin,hair_meal,10.8,22.6,33.9,485,,3.4,24.4,950,9,66,1.5,36,18,1.1,320,26,18,6,76,171,380,2.6,150,7.3,5.8,1.5,44,2.1,174,2970,0,93,10300,4,0.146818514,10
211-ITS28S.2017.H08.S92,KeraproChamplus,keratin,Kerapro_slow_release,10.2,12.9,34.3,790,,3.6,23.1,1230,20,36,1.5,48,50,2.4,220,5,208,9,116,21,530,2.6,640,5.5,0.2,4.2,72,2.1,501,3890,11,85,3020,4,0.551071164,12
211-ITS28S.2017.H09.S93,Keratinemengsel,keratin,Keratin_mix,2.5,9.7,28.8,719,,3.3,27.5,1420,17,55,1.3,48,59,1.9,260,9,200,9,132,24,380,3,760,5.5,0.2,4.2,74,2.1,369,3955,10,86,3020,4,0.614694243,9
211-ITS28S.2017.H10.S94,groencompost,plant,Compost-2,10.1,10,23.3,859,,16.6,3.7,1290,18,47,1.4,46,158,3.3,210,5,153,22,186,21,650,2.6,520,5.4,0.2,4.1,75,2.1,370,3440,7,89,3020,4,0.94525755,9
211-ITS28S.2017.H11.S95,zaadmeel,seeds,Terrafit-Biofum,9.9,12.9,59.1,854,,9.1,4.9,1470,19,48,1.1,44,94,3.6,200,1,182,7,113,21,480,2.6,420,5.4,0.2,4.9,91,2.1,232,3995,9,86,3020,4,1.234281782,14
211-ITS28S.2017.H12.S96,haar_hoefmeel,keratin,hair_meal,7.9,9.5,35.6,676,,3.4,24.4,1190,19,40,1.2,42,49,1.6,180,2,163,8,113,21,470,2.6,1150,5.3,0.2,4,62,2.1,849,3185,13,83,3020,4,1.034619007,9
